"response_id","response","condition","scenario","response_number"
"R_6LXt19abpf4LtPJ","Split Up So Darya Can Hold Ted’s Spot",1,3,4
"R_6LXt19abpf4LtPJ","Look for Last-Minute Ticket Options",1,3,5
"R_6LXt19abpf4LtPJ","Keep a Safe Distance",1,4,1
"R_6LXt19abpf4LtPJ","Avoid Passing the Vehicle",1,4,2
"R_6LXt19abpf4LtPJ","Call the Authorities",1,4,3
"R_6LXt19abpf4LtPJ","Use Hazard Lights",1,4,4
"R_6LXt19abpf4LtPJ","Stay Calm and Observant",1,4,5
"R_6LXt19abpf4LtPJ","Go Back to Check the Knife",1,7,1
"R_6LXt19abpf4LtPJ","Use an Airport Mail Service",1,7,2
"R_6LXt19abpf4LtPJ","Ask a Friend or Family Member to Pick It Up",1,7,3
"R_6LXt19abpf4LtPJ","Store the Knife in an Airport Locker (If Available)",1,7,4
"R_6LXt19abpf4LtPJ","Surrender the Knife to Security",1,7,5
"R_5kzSBtreK87WgDQ","Suggest ways to sneak Ted into the concert",1,3,1
"R_5kzSBtreK87WgDQ","Sneak Ted into the concert",1,3,2
"R_5kzSBtreK87WgDQ","See if Ted can prove to security he bought a ticket to get in",1,3,3
"R_5kzSBtreK87WgDQ","Try to get backstage with Ted and friends",1,3,4
"R_5kzSBtreK87WgDQ","Leave the concert with Ted to get this ticket so he doesn't feel alone",1,3,5
"R_5kzSBtreK87WgDQ","Be honest and let security know he accidentally brought his expensive knife but emphasize he's a chef",1,7,1
"R_5kzSBtreK87WgDQ","Go back home and drop off his expensive knife then return to airport",1,7,2
"R_5kzSBtreK87WgDQ","Call a friend and ask they come by and pick up his knife ",1,7,3
"R_5kzSBtreK87WgDQ","Call a family member and ask if they can come by and pick up his knife",1,7,4
"R_5kzSBtreK87WgDQ","Hide the knife somewhere or throw it away",1,7,5
"R_5kzSBtreK87WgDQ","Call his boss and leave a voicemail explaining his court appointment and leave",1,9,1
"R_5kzSBtreK87WgDQ","Close shop and leave for his court appointment, leave note for boss with explanation",1,9,2
"R_5kzSBtreK87WgDQ","Call an employee ask if they can come in and explain the situation",1,9,3
"R_5kzSBtreK87WgDQ","Jeff could just clock out of his shift and leave work ",1,9,4
"R_5kzSBtreK87WgDQ","Stay and see if he can re-schedule his court appointment",1,9,5
"R_3kNvn4Q7g7DBbw0","explain to the ticketing officer",1,3,1
"R_3kNvn4Q7g7DBbw0","have someone drop his ticket off",1,3,2
"R_3kNvn4Q7g7DBbw0","show a picture version of the ticket",1,3,3
"R_3kNvn4Q7g7DBbw0","leave the concert all togethr",1,3,4
"R_3kNvn4Q7g7DBbw0","leave ted",1,3,5
"R_3kNvn4Q7g7DBbw0","slow down",1,4,1
"R_3kNvn4Q7g7DBbw0","move to another lane",1,4,2
"R_3kNvn4Q7g7DBbw0","call 911",1,4,3
"R_3kNvn4Q7g7DBbw0","honk the horn",1,4,4
"R_3kNvn4Q7g7DBbw0","find another road",1,4,5
"R_3kNvn4Q7g7DBbw0","explain to the TSA officer",1,7,1
"R_3kNvn4Q7g7DBbw0","leave the airport",1,7,2
"R_3kNvn4Q7g7DBbw0","keep moving and hope they don't notice",1,7,3
"R_3kNvn4Q7g7DBbw0","blame his friend",1,7,4
"R_3kNvn4Q7g7DBbw0","apologize",1,7,5
"R_6jeQDjP0f1ICJuw","Ask family or friends for the money",2,1,1
"R_6jeQDjP0f1ICJuw","Get a loan from the bank",2,1,2
"R_6jeQDjP0f1ICJuw","Cash out their retirement savings",2,1,3
"R_6jeQDjP0f1ICJuw","Pay for it with credit cards and take on debt",2,1,4
"R_6jeQDjP0f1ICJuw","Start a fundraising campaign online for the money",2,1,5
"R_6jeQDjP0f1ICJuw","Give Ted her ticket and go home",2,3,1
"R_6jeQDjP0f1ICJuw","Offer another concert-goer money for their ticket",2,3,2
"R_6jeQDjP0f1ICJuw","Both her and Ted don't attend the concert",2,3,3
"R_6jeQDjP0f1ICJuw","See if Ted has family that has a key to his house and could drive it halfway to meet him",2,3,4
"R_6jeQDjP0f1ICJuw","Check the box office and see if there are any more tickets for sale",2,3,5
"R_6jeQDjP0f1ICJuw","Call the court and say that he's running late",2,9,1
"R_6jeQDjP0f1ICJuw","Call the court and try to reschedule",2,9,2
"R_6jeQDjP0f1ICJuw","Call his boss",2,9,3
"R_6jeQDjP0f1ICJuw","Call a coworker to fill in for the boss",2,9,4
"R_6jeQDjP0f1ICJuw","Leave the store unattended and go to his appointment",2,9,5
"R_5sn02dInsUYYBeV","start a GoFund me ",1,1,1
"R_5sn02dInsUYYBeV","look for a charity that does this sort of thing",1,1,2
"R_5sn02dInsUYYBeV","ask family members for money",1,1,3
"R_5sn02dInsUYYBeV","sell an asset",1,1,4
"R_5sn02dInsUYYBeV","steal money",1,1,5
"R_5sn02dInsUYYBeV","give her a ride ",1,5,1
"R_5sn02dInsUYYBeV","give her a ride as far as his house and let her figure out how to go the next 10 miles ",1,5,2
"R_5sn02dInsUYYBeV","pretend he did not hear her",1,5,3
"R_5sn02dInsUYYBeV","call her an Uber and pay for it himself ",1,5,4
"R_5sn02dInsUYYBeV","politely explain it is not safe to give rides to strangers and he can't help her",1,5,5
"R_5sn02dInsUYYBeV","ask to delay the wedding and call the taxi company",1,8,1
"R_5sn02dInsUYYBeV","take off his own ring so they can use a substitute ",1,8,2
"R_5sn02dInsUYYBeV","do nothing and just cry",1,8,3
"R_5sn02dInsUYYBeV","Make a joke out of it and tell the priest to do the same",1,8,4
"R_5sn02dInsUYYBeV","Make one out of some string in his pocket for a temporary fix",1,8,5
"R_3fYEYedezPYLzXj","See if he can get his ticket online",2,3,1
"R_3fYEYedezPYLzXj","See if he can get his ticket from his email",2,3,2
"R_3fYEYedezPYLzXj","Go to the will call window ",2,3,3
"R_3fYEYedezPYLzXj","Offer him advice on all of the above",2,3,4
"R_3fYEYedezPYLzXj","Calm him down",2,3,5
"R_3fYEYedezPYLzXj","Call 911",2,6,1
"R_3fYEYedezPYLzXj","Break the window",2,6,2
"R_3fYEYedezPYLzXj","Ask someone around if they can help",2,6,3
"R_3fYEYedezPYLzXj","Ask an associate in the mall",2,6,4
"R_3fYEYedezPYLzXj","Call friend to get advice",2,6,5
"R_3fYEYedezPYLzXj","Go put it back in his vehicle",2,7,1
"R_3fYEYedezPYLzXj","Explain to TSA",2,7,2
"R_3fYEYedezPYLzXj","Call family to come get it",2,7,3
"R_3fYEYedezPYLzXj","Call a friend to come get it",2,7,4
"R_3fYEYedezPYLzXj","Don't get on the flight and reschedule",2,7,5
"R_1WItAFIsHsFVCpu","go inside anyway",1,3,1
"R_1WItAFIsHsFVCpu","make a joke",1,3,2
"R_1WItAFIsHsFVCpu","in the future do not trust Ted to keep something for her",1,3,3
"R_1WItAFIsHsFVCpu","tell him to go get the ticket",1,3,4
"R_1WItAFIsHsFVCpu","give him $20 towards a new ticket",1,3,5
"R_1WItAFIsHsFVCpu","start looking for car owner",1,6,1
"R_1WItAFIsHsFVCpu","notify security or police by phone",1,6,2
"R_1WItAFIsHsFVCpu","forget about it and drive home, dont get involved",1,6,3
"R_1WItAFIsHsFVCpu","wait at the car",1,6,4
"R_1WItAFIsHsFVCpu","talk to someone passing by and ask their advice",1,6,5
"R_1WItAFIsHsFVCpu","make a joke",1,8,1
"R_1WItAFIsHsFVCpu","tell the groom",1,8,2
"R_1WItAFIsHsFVCpu","start touching his pocket repeatedly",1,8,3
"R_1WItAFIsHsFVCpu","prepare to whisper to them he doesn't have it",1,8,4
"R_1WItAFIsHsFVCpu","take the ring he is wearing to temporarily substitute",1,8,5
"R_3INoGfI7cOjyIEJ","Research different coupons",2,1,1
"R_3INoGfI7cOjyIEJ","Ask the prescriber if there is a cheaper medication",2,1,2
"R_3INoGfI7cOjyIEJ","Ask the pharmacy if there are any coupons",2,1,3
"R_3INoGfI7cOjyIEJ","Call your insurance and question it",2,1,4
"R_3INoGfI7cOjyIEJ","Ask a family member for assistance",2,1,5
"R_3INoGfI7cOjyIEJ","Check to see if there is a copy of the ticket in her email",2,3,1
"R_3INoGfI7cOjyIEJ","Ask to speak to a staff member about it",2,3,2
"R_3INoGfI7cOjyIEJ","Purchase a new one",2,3,3
"R_3INoGfI7cOjyIEJ","Go home and miss the concert",2,3,4
"R_3INoGfI7cOjyIEJ","Risk running home to grab the ticket  ",2,3,5
"R_3INoGfI7cOjyIEJ","Takes the plate number and takes it inside to page someone",2,6,1
"R_3INoGfI7cOjyIEJ","Calls the police",2,6,2
"R_3INoGfI7cOjyIEJ","Stands there until someone comes out",2,6,3
"R_3INoGfI7cOjyIEJ","Checks to see if the door is open",2,6,4
"R_3INoGfI7cOjyIEJ","Leave and do nothing. ",2,6,5
"R_39AOh67MgzH9Ec1","work extra to get extra money",1,1,1
"R_39AOh67MgzH9Ec1","get a loan from the bank",1,1,2
"R_39AOh67MgzH9Ec1","ask for help (go fund me)",1,1,3
"R_39AOh67MgzH9Ec1","take money from retirement/savings",1,1,4
"R_39AOh67MgzH9Ec1","search up other types of insurance that can cover the cost",1,1,5
"R_39AOh67MgzH9Ec1","wait until help arrives",1,2,1
"R_39AOh67MgzH9Ec1","call a friend to take car of his car and get an uber",1,2,2
"R_39AOh67MgzH9Ec1","take another flight and delay the trip ",1,2,3
"R_39AOh67MgzH9Ec1","leave the car and get an uber ride",1,2,4
"R_39AOh67MgzH9Ec1","cancel the event",1,2,5
"R_39AOh67MgzH9Ec1","explain it to a manager/security",1,7,1
"R_39AOh67MgzH9Ec1","call someone to pick it up from him and hold it for him until he comes back",1,7,2
"R_39AOh67MgzH9Ec1","throw it away",1,7,3
"R_39AOh67MgzH9Ec1","try to sell it on the spot",1,7,4
"R_39AOh67MgzH9Ec1","give it to a stranger",1,7,5
"R_5OJ7K35QMBVckzn","Call a cab",2,2,1
"R_5OJ7K35QMBVckzn","Call a friend",2,2,2
"R_5OJ7K35QMBVckzn","Get public transit",2,2,3
"R_5OJ7K35QMBVckzn","Hitch-hike",2,2,4
"R_5OJ7K35QMBVckzn","Run",2,2,5
"R_5OJ7K35QMBVckzn","Insist that he return",2,3,1
"R_5OJ7K35QMBVckzn","Try to sneak him through",2,3,2
"R_5OJ7K35QMBVckzn","Try to find a receipt for his ticket",2,3,3
"R_5OJ7K35QMBVckzn","Bribe the guard",2,3,4
"R_5OJ7K35QMBVckzn","Make him buy a new ticket",2,3,5
"R_5OJ7K35QMBVckzn","Throw it out",2,7,1
"R_5OJ7K35QMBVckzn","Give it away",2,7,2
"R_5OJ7K35QMBVckzn","Try to sneak it through",2,7,3
"R_5OJ7K35QMBVckzn","Leave",2,7,4
"R_5OJ7K35QMBVckzn","Put it in someone else's bag",2,7,5
"R_2LZPiBvOgQw33Ij","Borrow money from friends and family",1,1,1
"R_2LZPiBvOgQw33Ij","Borrow money from the bank",1,1,2
"R_2LZPiBvOgQw33Ij","Contact government assistance services",1,1,3
"R_2LZPiBvOgQw33Ij","Crowdfunding",1,1,4
"R_2LZPiBvOgQw33Ij","Not use the medicine",1,1,5
"R_2LZPiBvOgQw33Ij","Go to Box Office and buy a ticket",1,3,1
"R_2LZPiBvOgQw33Ij","Scalp a ticket",1,3,2
"R_2LZPiBvOgQw33Ij","Go back with Ted ",1,3,3
"R_2LZPiBvOgQw33Ij","Go to concert without Ted",1,3,4
"R_2LZPiBvOgQw33Ij","Go to another event instead",1,3,5
"R_2LZPiBvOgQw33Ij","Try to open car door",1,6,1
"R_2LZPiBvOgQw33Ij","If locked, break open window.",1,6,2
"R_2LZPiBvOgQw33Ij","Call police to open window",1,6,3
"R_2LZPiBvOgQw33Ij","Ask people in the parking lot for the owner",1,6,4
"R_2LZPiBvOgQw33Ij","Ask people in the mall for the owner",1,6,5
"R_28Hu4dJvo1bBtOp","call taxi",2,2,1
"R_28Hu4dJvo1bBtOp","walk",2,2,2
"R_28Hu4dJvo1bBtOp","call airport",2,2,3
"R_28Hu4dJvo1bBtOp","call friends",2,2,4
"R_28Hu4dJvo1bBtOp","run",2,2,5
"R_28Hu4dJvo1bBtOp","go home",2,3,1
"R_28Hu4dJvo1bBtOp","buy new ticket",2,3,2
"R_28Hu4dJvo1bBtOp","sneak in",2,3,3
"R_28Hu4dJvo1bBtOp","leave ",2,3,4
"R_28Hu4dJvo1bBtOp","try amyway",2,3,5
"R_28Hu4dJvo1bBtOp","call boss",2,9,1
"R_28Hu4dJvo1bBtOp","close store",2,9,2
"R_28Hu4dJvo1bBtOp","leave note on door",2,9,3
"R_28Hu4dJvo1bBtOp","text boss",2,9,4
"R_28Hu4dJvo1bBtOp","quit",2,9,5
"R_5EgbdD2MwKgbJT7","Leave his car and take an uber",1,2,1
"R_5EgbdD2MwKgbJT7","Call family or friend for help",1,2,2
"R_5EgbdD2MwKgbJT7","Call a towing service",1,2,3
"R_5EgbdD2MwKgbJT7","Reschedule to a later flight",1,2,4
"R_5EgbdD2MwKgbJT7","Call a taxi",1,2,5
"R_5EgbdD2MwKgbJT7","Call the non emergency 911 number",1,6,1
"R_5EgbdD2MwKgbJT7","Report it to mall security",1,6,2
"R_5EgbdD2MwKgbJT7","wait by the car for the owner to return",1,6,3
"R_5EgbdD2MwKgbJT7","google what to do if a dog is locked in a car and its hot",1,6,4
"R_5EgbdD2MwKgbJT7","stay calm",1,6,5
"R_5EgbdD2MwKgbJT7","Get another employee to cover for him",1,9,1
"R_5EgbdD2MwKgbJT7","Call the court and infom them of the siuation",1,9,2
"R_5EgbdD2MwKgbJT7","Continue to call the owner/boss",1,9,3
"R_5EgbdD2MwKgbJT7","Close the store and go to court",1,9,4
"R_5EgbdD2MwKgbJT7","Stay at the store and miss court",1,9,5
"R_7fK7QK8Y4xWk1nJ","Get a passerby to help you push the car to the side of the road.  Call a friend who lives nearby.  Ask for a ride, and ask the friend to take care of getting the car towed for him.",2,2,1
"R_7fK7QK8Y4xWk1nJ","Get help from a passerby to push the car to the side of the road.  Call AAA and arrange for a tow for the car.  Call a friend for a ride to the airport.",2,2,2
"R_7fK7QK8Y4xWk1nJ","Call Uber.  Ask the Uber driver to help you push the car to the side of the road. Call AAA to get the car towed. ",2,2,3
"R_7fK7QK8Y4xWk1nJ","He could cancel his trip.  Call AAA for a ride home and a tow.",2,2,4
"R_7fK7QK8Y4xWk1nJ","He could call AAA to tow the car after getting it to the berm. Hitchhike to the airport.",2,2,5
"R_7fK7QK8Y4xWk1nJ","Call mall security.",2,6,1
"R_7fK7QK8Y4xWk1nJ","Call the police.",2,6,2
"R_7fK7QK8Y4xWk1nJ","Break a window in the car to get air for the dog.",2,6,3
"R_7fK7QK8Y4xWk1nJ","If you have a ""jimmy"", use it to pop lock, open the door, roll down the window part way, lock the car back up and close the door.",2,6,4
"R_7fK7QK8Y4xWk1nJ","Do nothing.",2,6,5
"R_7fK7QK8Y4xWk1nJ","Whisper quietly to the bride or groom he doesn't have the ring.",2,8,1
"R_7fK7QK8Y4xWk1nJ","Turn and tell the minister he doesn't have the ring.",2,8,2
"R_7fK7QK8Y4xWk1nJ","Turn and tell the congregation he do not have the ring, but add the ceremony can continue without it.",2,8,3
"R_7fK7QK8Y4xWk1nJ","Apologize to the groom.",2,8,4
"R_7fK7QK8Y4xWk1nJ","Apologize to the bride. ",2,8,5
"R_3KNtlm03Afkz9l4","Back off ",1,4,1
"R_3KNtlm03Afkz9l4","Call 911 and advise them of the situation",1,4,2
"R_3KNtlm03Afkz9l4","Honk the horn to alert the other driver",1,4,3
"R_3KNtlm03Afkz9l4","If unable to pass, do u-turn and find another way home safely",1,4,4
"R_3KNtlm03Afkz9l4","Attempt to pass when driver returns to correct line after honking",1,4,5
"R_3KNtlm03Afkz9l4","Agree and drive her the extra 10 miles",1,5,1
"R_3KNtlm03Afkz9l4","Say No",1,5,2
"R_3KNtlm03Afkz9l4","Agree to drive her up until the point of his house",1,5,3
"R_3KNtlm03Afkz9l4","Offer to assist her in calling a friend to fetch her.",1,5,4
"R_3KNtlm03Afkz9l4","Assisting her to use Uber",1,5,5
"R_3KNtlm03Afkz9l4","Get out of queue, return to check-in counter and check bag.",1,7,1
"R_3KNtlm03Afkz9l4","Ask security for advisement on proceeding further.",1,7,2
"R_3KNtlm03Afkz9l4","Call a friend to come pick up knife and leave without it, using knives available at festival",1,7,3
"R_3KNtlm03Afkz9l4","Throw knife away - last resort",1,7,4
"R_3KNtlm03Afkz9l4","Check for storage lockers within airport, and store knife until return - using knives at festival.",1,7,5
"R_1mEqeunjS9ZfMcu","Call an Uber",1,2,1
"R_1mEqeunjS9ZfMcu","wave someone down for a ride",1,2,2
"R_1mEqeunjS9ZfMcu","carjack someone",1,2,3
"R_1mEqeunjS9ZfMcu","call AAA",1,2,4
"R_1mEqeunjS9ZfMcu","call a taxi",1,2,5
"R_1mEqeunjS9ZfMcu","Get out of line and ditch the knife behind a trash can.",1,7,1
"R_1mEqeunjS9ZfMcu","Be honest about his profession and the knife.",1,7,2
"R_1mEqeunjS9ZfMcu","drop the knife on the floor and kick it out of sight.",1,7,3
"R_1mEqeunjS9ZfMcu","Use it to kill the bag inspector.",1,7,4
"R_1mEqeunjS9ZfMcu","go to the bathroom and leave the knife in there.",1,7,5
"R_1mEqeunjS9ZfMcu","Leave the wedding and hide",1,8,1
"R_1mEqeunjS9ZfMcu","Tell the truth",1,8,2
"R_1mEqeunjS9ZfMcu","Call the taxi company and have it return",1,8,3
"R_1mEqeunjS9ZfMcu","say there's a hole in his pocket",1,8,4
"R_1mEqeunjS9ZfMcu","borrow a temporary ring from a guest",1,8,5
"R_3EDX2biNCypIGSE","Call for roadside assistance",2,2,1
"R_3EDX2biNCypIGSE","Josh should inform his airline about the situation and inquire about potential flight rebooking optio",2,2,2
"R_3EDX2biNCypIGSE","Use public transportation:",2,2,3
"R_3EDX2biNCypIGSE","Josh could ask other drivers passing by for assistance, such as a ride to the nearest public transportation station or a phone to call for help.",2,2,4
"R_3EDX2biNCypIGSE","If roadside assistance is not an immediate option, Josh can use a ride-sharing app like Uber or Lyft to request a ride to the airport.",2,2,5
"R_3EDX2biNCypIGSE","Suggest alternative options: Darya could propose other solutions to Ted, such as trying to contact the venue to see if they can retrieve the ticket or if there's a way to purchase a replacement ticket.",2,3,1
"R_3EDX2biNCypIGSE","Offer to help: She could volunteer to go to Ted's house to retrieve the ticket, if it's feasible and won't cause them to miss too much of the concert.",2,3,2
"R_3EDX2biNCypIGSE","Encourage Ted to stay positive: Darya could try to reassure Ted and help him stay positive about the situation, reminding him that there might be other opportunities to see the concert or that they can still enjoy the experience together.",2,3,3
"R_3EDX2biNCypIGSE","Help Ted explore other options: She could suggest that Ted try to contact the artist or the venue through social media to see if there's a way to get a replacement ticket or gain entry.",2,3,4
"R_3EDX2biNCypIGSE","Offer to share the experience: Darya could offer to share her experience with Ted later, perhaps by sending him videos or photos or recounting the highlights of the concert.",2,3,5
"R_3EDX2biNCypIGSE","text his boss about his need to leave",2,9,1
"R_3EDX2biNCypIGSE","contact his attourney about being late",2,9,2
"R_3EDX2biNCypIGSE","contack other store workers to find coverage",2,9,3
"R_3EDX2biNCypIGSE","If there's a manager higher up than the owner, Jeff could explain the situation and ask for guidance. The manager might have a backup plan or be able to contact the owner.",2,9,4
"R_3EDX2biNCypIGSE","f possible, Jeff could try to reschedule his court appointment. This would require contacting the court and explaining the situation.",2,9,5
"R_6CpCYqUbssasO1L","1. Look for financial assistance programs or grants that help with medication costs. 2. Contact the pharmacy to see if they offer payment plans or discounts for the medication. 3. Ask the doctor if there is a less expensive alternative or generic version of the medication. 4. Consider crowdfunding or setting up a fundraising campaign to gather the necessary funds. 5. Reach out to family, friends, or community organizations to ask for financial support or a loan.",2,1,1
"R_6CpCYqUbssasO1L","2. Contact the pharmacy to see if they offer payment plans or discounts for the medication. ",2,1,2
"R_6CpCYqUbssasO1L","3. Ask the doctor if there is a less expensive alternative or generic version of the medication.",2,1,3
"R_6CpCYqUbssasO1L","4. Consider crowdfunding or setting up a fundraising campaign to gather the necessary funds. ",2,1,4
"R_6CpCYqUbssasO1L","5. Reach out to family, friends, or community organizations to ask for financial support or a loan.",2,1,5
"R_6CpCYqUbssasO1L","1. Offer a ride. ",2,5,1
"R_6CpCYqUbssasO1L","2. Politely decline.",2,5,2
"R_6CpCYqUbssasO1L"," 3. Suggest other transportation options. ",2,5,3
"R_6CpCYqUbssasO1L","4. Check for identification or verification. ",2,5,4
"R_6CpCYqUbssasO1L","5. Call for help.",2,5,5
"R_6CpCYqUbssasO1L","1. Call the boss again and leave a message. ",2,9,1
"R_6CpCYqUbssasO1L"," 2. Contact a coworker or another employee to cover the shift. ",2,9,2
"R_6CpCYqUbssasO1L","3. Notify the store’s security or manager (if applicable) about the delay.",2,9,3
"R_6CpCYqUbssasO1L","4. Try to arrange for a temporary replacement or find someone in the store who can help until the boss arrives.",2,9,4
"R_6CpCYqUbssasO1L"," 5. If no help is available, consider leaving a note or informing a customer about the situation and leave for the court appointment.",2,9,5
"R_1OUptQGvK0r1RIk","keep a safe distance",2,4,1
"R_1OUptQGvK0r1RIk","call the police",2,4,2
"R_1OUptQGvK0r1RIk","change his lane",2,4,3
"R_1OUptQGvK0r1RIk","put on hazard lights",2,4,4
"R_1OUptQGvK0r1RIk","drive at a safe speed",2,4,5
"R_1OUptQGvK0r1RIk","Find the owner to prompt them",2,6,1
"R_1OUptQGvK0r1RIk","Find a way to open the door",2,6,2
"R_1OUptQGvK0r1RIk","break the glass if the door is locked",2,6,3
"R_1OUptQGvK0r1RIk","call for help",2,6,4
"R_1OUptQGvK0r1RIk","Call the ambulance after getting the dog out ",2,6,5
"R_1OUptQGvK0r1RIk","Get out of the line to get rid of the knife",2,7,1
"R_1OUptQGvK0r1RIk","Surrender the knife to security personnel",2,7,2
"R_1OUptQGvK0r1RIk","Send it back for safe keeping",2,7,3
"R_1OUptQGvK0r1RIk","Alert security of the situation",2,7,4
"R_1OUptQGvK0r1RIk","Miss the flight",2,7,5
"R_1o7rmk66EqCjQ9b","Call for roadside assistant",1,2,1
"R_1o7rmk66EqCjQ9b","Hitch a ride to the airport",1,2,2
"R_1o7rmk66EqCjQ9b","walk to the airport",1,2,3
"R_1o7rmk66EqCjQ9b","Wait for someone to stop and help",1,2,4
"R_1o7rmk66EqCjQ9b","Skip his flight and call for repairs",1,2,5
"R_1o7rmk66EqCjQ9b","call authorities",1,6,1
"R_1o7rmk66EqCjQ9b","break the window and rescue the dog",1,6,2
"R_1o7rmk66EqCjQ9b","try to find the owner",1,6,3
"R_1o7rmk66EqCjQ9b","walk away and go on with her day",1,6,4
"R_1o7rmk66EqCjQ9b","stay until the owner returns",1,6,5
"R_1o7rmk66EqCjQ9b","Toss the knife in the trash",1,7,1
"R_1o7rmk66EqCjQ9b","report the knife to security",1,7,2
"R_1o7rmk66EqCjQ9b","take the knife back out to his car",1,7,3
"R_1o7rmk66EqCjQ9b","try to get through security with the knife",1,7,4
"R_1o7rmk66EqCjQ9b","take the knife back home",1,7,5
"R_7whRUS1A3tz0DzI","Call the police",2,2,1
"R_7whRUS1A3tz0DzI","Call 911 depending on the country",2,2,2
"R_7whRUS1A3tz0DzI","Call a tow truck",2,2,3
"R_7whRUS1A3tz0DzI","Call an Uber in the meanwhile",2,2,4
"R_7whRUS1A3tz0DzI","See if there is any delays on the flight",2,2,5
"R_7whRUS1A3tz0DzI","Call someone at the house he might left it there",2,8,1
"R_7whRUS1A3tz0DzI","Buy one new at the closest ring store",2,8,2
"R_7whRUS1A3tz0DzI","Check all his pockets/even if the small ones",2,8,3
"R_7whRUS1A3tz0DzI","Call the taxi driver to come back",2,8,4
"R_7whRUS1A3tz0DzI","Use the taxi app to contact the driver",2,8,5
"R_7whRUS1A3tz0DzI","Call directly to the assistant manager",2,9,1
"R_7whRUS1A3tz0DzI","Leave a voicemail to the manager",2,9,2
"R_7whRUS1A3tz0DzI","Leave a note in the desk",2,9,3
"R_7whRUS1A3tz0DzI","Close the convenience store till the manager is there",2,9,4
"R_7whRUS1A3tz0DzI","Stay there",2,9,5
"R_6rmuKX05vLAvOBH","beg the security gurds",1,3,1
"R_6rmuKX05vLAvOBH","buy new ticket",1,3,2
"R_6rmuKX05vLAvOBH","return home",1,3,3
"R_6rmuKX05vLAvOBH","pertcha friend",1,3,4
"R_6rmuKX05vLAvOBH","be around for a while maybe later they willl allow him to enter",1,3,5
"R_6rmuKX05vLAvOBH","the car might crash another car",1,4,1
"R_6rmuKX05vLAvOBH","another car with a full speed can crash it",1,4,2
"R_6rmuKX05vLAvOBH","it will delay the time of eramon",1,4,3
"R_6rmuKX05vLAvOBH","he will be patient for it",1,4,4
"R_6rmuKX05vLAvOBH","he will be angry",1,4,5
"R_6rmuKX05vLAvOBH","call security gurd",1,6,1
"R_6rmuKX05vLAvOBH","look for the car owner",1,6,2
"R_6rmuKX05vLAvOBH","break the car boot",1,6,3
"R_6rmuKX05vLAvOBH","get the dog something",1,6,4
"R_6rmuKX05vLAvOBH","ask the owner some question",1,6,5
"R_5tmA0q620A1GGus","try and raise the money",1,1,1
"R_5tmA0q620A1GGus","ask for donations",1,1,2
"R_5tmA0q620A1GGus","work overtime",1,1,3
"R_5tmA0q620A1GGus","steal it",1,1,4
"R_5tmA0q620A1GGus","talk to someone about a payment plan",1,1,5
"R_5tmA0q620A1GGus","pull over",1,4,1
"R_5tmA0q620A1GGus","try to get ahead of the car",1,4,2
"R_5tmA0q620A1GGus","call the police and inform them",1,4,3
"R_5tmA0q620A1GGus","slow down",1,4,4
"R_5tmA0q620A1GGus","honk horn and see if it helps",1,4,5
"R_5tmA0q620A1GGus","try and call a different employee",1,9,1
"R_5tmA0q620A1GGus","leave anyway",1,9,2
"R_5tmA0q620A1GGus","close the store if he knows how to",1,9,3
"R_5tmA0q620A1GGus","call for a welfare check",1,9,4
"R_5tmA0q620A1GGus","try and call the court and change the day depending on what it is",1,9,5
"R_6dtRAW7AKBimeJz","Talk to the doctor about possible generic alternatives or free samples.",2,1,1
"R_6dtRAW7AKBimeJz","Apply for financial aid through nonprofits or patient assistance programs offered by the drug manufacturer.",2,1,2
"R_6dtRAW7AKBimeJz","Reach out to family, friends, or community groups for financial help.",2,1,3
"R_6dtRAW7AKBimeJz","Set up a fundraiser online to raise the needed money quickly.",2,1,4
"R_6dtRAW7AKBimeJz","Explore options like a short-term loan or credit card for emergency expenses.",2,1,5
"R_6dtRAW7AKBimeJz","Call a taxi to get to the airport quickly.",2,2,1
"R_6dtRAW7AKBimeJz","Use public transportation options nearby.",2,2,2
"R_6dtRAW7AKBimeJz","Flag down a passing car for help or a ride to the airport.",2,2,3
"R_6dtRAW7AKBimeJz","Inform the airline of the delay and use late check-in options.",2,2,4
"R_6dtRAW7AKBimeJz","Contact a tow truck to move his car to a safe place while he gets a ride.",2,2,5
"R_6dtRAW7AKBimeJz","Look for the car owner by asking nearby people or having the mall page them.",2,6,1
"R_6dtRAW7AKBimeJz","Call the animal control for assistance.",2,6,2
"R_6dtRAW7AKBimeJz","Stay by the car to monitor the dog's condition until help arrives.",2,6,3
"R_6dtRAW7AKBimeJz","Take a photo of the car and license plate as a record for authorities.",2,6,4
"R_6dtRAW7AKBimeJz","If the dog’s life seems in immediate danger, break the window as a last resort ",2,6,5
"R_7s61YpSgjK9tTKs","rescue",2,1,1
"R_7s61YpSgjK9tTKs","first aid",2,1,2
"R_7s61YpSgjK9tTKs","immediate doctor",2,1,3
"R_7s61YpSgjK9tTKs","nurse",2,1,4
"R_7s61YpSgjK9tTKs","good husband",2,1,5
"R_7s61YpSgjK9tTKs","supportive",2,3,1
"R_7s61YpSgjK9tTKs","buy new ticket",2,3,2
"R_7s61YpSgjK9tTKs","show her purchase",2,3,3
"R_7s61YpSgjK9tTKs","go back home",2,3,4
"R_7s61YpSgjK9tTKs","forget about the concert",2,3,5
"R_7s61YpSgjK9tTKs","cook",2,7,1
